"species","lat","lon"
"Myrcia_hebepetala",-25.661347,"-48.443655"
"Myrcia_hebepetala",-27.743333,"-48.920278"
"Myrcia_oblongata",-27.04111,"-49.54833"
"Myrcia_hatschbachii",-26.90829,"-48.67752"
"Myrcia_hartwegiana",-28.0076,"-49.5893"
"Myrcia_hartwegiana",-27.025,"-49.13278"
"Myrcia_hebepetala",-27.0524,"-52.0864"
"Myrcia_hebepetala",-27.57556,"-48.48444"
"Myrcia_hebepetala",-27.11417,"-49.20917"
"Myrcia_hebepetala",-26.94444,"-49.03889"
"Myrcia_hebepetala",-25.66135,"-48.44365"
"Myrcia_hebepetala",-27.11417,"-49.20917"
"Myrcia_hebepetala",-27.74333,"-48.92028"
"Myrcia_hebepetala",-27.13448,"-49.08088"
"Myrcia_hebepetala",-27.11417,"-49.20917"
"Myrcia_brasiliensis",-24.57374,"-48.64502"
"Myrcia_brasiliensis",-27.05667,"-49.08778"
"Myrcia_brasiliensis",-27.54083,"-48.43417"
"Myrcia_brasiliensis",-26.9152,"-48.6712"
"Myrcia_brasiliensis",-27.22526,"-49.15795"
"Myrcia_hebepetala",-27.0524,"-52.0864"
"Myrcia_neoriedeliana",-26.08093,"-48.91978"
"Myrcia_excoriata",-27.05667,"-49.08778"
"Myrcia_excoriata",-27.11417,"-49.20917"
"Myrcia_eugeniopsoides",-27.02194,"-49.47889"
"Myrcia_eugeniopsoides",-26.7341,"-49.1717"
"Myrcia_eugeniopsoides",-26.92139,"-49.07194"
"Myrcia_eugeniopsoides",-27.02194,"-49.47889"
"Myrcia_eugeniopsoides",-27.04111,"-49.54833"
"Myrcia_eugeniopsoides",-27.13448,"-49.08088"
"Myrcia_eugeniopsoides",-26.92139,"-49.07194"
"Myrcia_eugeniopsoides",-26.92139,"-49.07194"
"Myrcia_eugeniopsoides",-27.11417,"-49.20917"
"Myrcia_tijucensis",-26.90556,"-49.07917"
"Myrcia_tijucensis",-26.90556,"-49.07917"
"Myrcia_tijucensis",-27.02194,"-49.47889"
"Myrcia_tijucensis",-26.88333,"-49.20361"
"Myrcia_tijucensis",-26.8925,"-49.1275"
"Myrcia_tijucensis",-26.90556,"-49.07917"
"Myrcia_tijucensis",-26.90556,"-49.07917"
"Myrcia_spectabilis",-26.92556,"-49.07778"
"Myrcia_spectabilis",-26.90556,"-49.07917"
"Myrcia_spectabilis",-27.11417,"-49.20917"
"Myrcia_spectabilis",-26.08093,"-48.91978"
"Myrcia_pubipetala",-26.9152,"-48.6712"
"Myrcia_pubipetala",-27.59056,"-48.47639"
"Myrcia_pubipetala",-26.9152,"-48.6712"
"Myrcia_pubipetala",-27.11417,"-49.20917"
"Myrcia_pubipetala",-26.53194,"-49.04194"
"Myrcia_hebepetala",-27.11842,"-49.07569"
"Myrcia_ferruginosa",-27.11417,"-49.20917"
"Myrcia_ferruginosa",-27.11417,"-49.20917"
"Myrcia_ferruginosa",-27.11417,"-49.20917"
"Myrcia_ferruginosa",-27.025,"-49.13278"
"Myrcia_ferruginosa",-26.28361,"-49.15056"
"Myrcia_tijucensis",-26.92196,"-49.07191"
"Myrcia_pubipetala",-28.15639,"-49.39222"
"Myrcia_hebepetala",-27.13448,"-49.08088"
"Myrcia_hebepetala",-26.94444,"-49.03889"
"Myrcia_spectabilis",-23.4398,"-45.0769"
"Myrcia_brasiliensis",-23.4398,"-45.0769"
"Myrcia_neoriedeliana",-23.36436,"-44.82489"
"Myrcia_spectabilis",-23.3411,"-44.83761"
"Myrcia_excoriata",-19.169,"-43.714"
"Myrcia_brasiliensis",-23.36436,"-44.82489"
"Myrcia_brasiliensis",-23.36436,"-44.82489"
"Myrcia_spectabilis",-23.3411,"-44.83761"
"Myrcia_brasiliensis",-23.36436,"-44.82489"
"Myrcia_brasiliensis",-23.36436,"-44.82489"
"Myrcia_spectabilis",-23.36436,"-44.82489"
"Myrcia_spectabilis",-23.36436,"-44.82489"
"Myrcia_hartwegiana",-23.57226,"-45.73475"
"Myrcia_hartwegiana",-23.57226,"-45.73475"
"Myrcia_flagellaris",-24.30885,"-48.27363"
"Myrcia_eugeniopsoides",-24.23556,"-48.07833"
"Myrcia_spectabilis",-24.30885,"-48.27363"
"Myrcia_flagellaris",-24.23556,"-48.07833"
"Myrcia_eugeniopsoides",-24.23333,"-48.06667"
"Myrcia_anceps",-24.23556,"-48.07833"
"Myrcia_anceps",-24.23556,"-48.07833"
"Myrcia_hartwegiana",-23.4293,"-46.4659"
"Myrcia_hebepetala",-23.425,"-46.48139"
"Myrcia_spectabilis",-23.3411,"-44.83761"
"Myrcia_brasiliensis",-23.36436,"-44.82489"
"Myrcia_brasiliensis",-23.36436,"-44.82489"
"Myrcia_brasiliensis",-23.36436,"-44.82489"
"Myrcia_brasiliensis",-23.36436,"-44.82489"
"Myrcia_spectabilis",-23.36436,"-44.82489"
"Myrcia_hartwegiana",-23.98588,"-46.74281"
"Myrcia_hebepetala",-23.98588,"-46.74281"
"Myrcia_excoriata",-23.87454,"-46.71403"
"Myrcia_hartwegiana",-24.30885,"-48.27363"
"Myrcia_spectabilis",-23.92834,"-46.73036"
"Myrcia_brasiliensis",-24.13998,"-46.90196"
"Myrcia_tijucensis",-23.66395,"-46.77297"
"Myrcia_hexasticha",-24.13998,"-46.90196"
"Myrcia_brasiliensis",-23.36436,"-44.82489"
"Myrcia_tijucensis",-23.66306,"-46.7725"
"Myrcia_brasiliensis",-23.95446,"-47.00341"
"Myrcia_excoriata",-23.85028,"-46.76472"
"Myrcia_tijucensis",-23.66395,"-46.77297"
"Myrcia_brasiliensis",-23.36436,"-44.82489"
"Myrcia_excoriata",-23.89704,"-46.78008"
"Myrcia_spectabilis",-23.9354,"-46.70433"
"Myrcia_pubipetala",-23.9133,"-46.63172"
"Myrcia_flagellaris",-23.9354,"-46.70433"
"Myrcia_pubipetala",-24.01303,"-46.66578"
"Myrcia_hartwegiana",-24.01303,"-46.66578"
"Myrcia_pubipetala",-23.82646,"-46.72657"
"Myrcia_hebepetala",-23.57541,"-46.46755"
"Myrcia_hebepetala",-23.57541,"-46.46755"
"Myrcia_hartwegiana",-23.99111,"-46.74333"
"Myrcia_ferruginosa",-22.5,"-42.83333"
"Myrcia_hebepetala",-26.46,"-51.03"
"Myrcia_hebepetala",-26.46167,"-50.94083"
"Myrcia_hartwegiana",-26.73028,"-50.67083"
"Myrcia_eugeniopsoides",-27.0925,"-50.22"
"Myrcia_hebepetala",-26.19056,"-50.49111"
"Myrcia_pubipetala",-26.85528,"-49.04944"
"Myrcia_spectabilis",-26.77,"-48.97389"
"Myrcia_eugeniopsoides",-26.055,"-48.72722"
"Myrcia_pubipetala",-27.10083,"-48.89667"
"Myrcia_excoriata",-27.10083,"-48.89667"
"Myrcia_eugeniopsoides",-26.055,"-48.72722"
"Myrcia_hartwegiana",-25.12667,"-48.82806"
"Myrcia_hartwegiana",-22.58,"-45.32833"
"Myrcia_hatschbachii",-25.44194,"-49.23889"
"Myrcia_oblongata",-27.03694,"-49.55917"
"Myrcia_spectabilis",-25.17822,"-48.29872"
"Myrcia_brasiliensis",-25.5917,"-48.5558"
"Myrcia_spectabilis",-25.17822,"-48.29872"
"Myrcia_hartwegiana",-25.38805,"-49.00208"
"Myrcia_hebepetala",-25.5917,"-48.5558"
"Myrcia_tenuivenosa",-25.17822,"-48.29872"
"Myrcia_pubipetala",-22.7565,"-42.86391"
"Myrcia_excoriata",-22.41,"-42.02991"
"Myrcia_hebepetala",-21.24528,"-44.99944"
"Myrcia_pubipetala",-26.95722,"-49.08722"
"Myrcia_spectabilis",-26.95722,"-49.08722"
"Myrcia_hebepetala",-26.95722,"-49.08722"
"Myrcia_vittoriana",-22.25,"-41.66667"
"Myrcia_vittoriana",-22.2,"-41.66667"
"Myrcia_spectabilis",-24.25,"-46.93333"
"Myrcia_neoriedeliana",-24.25,"-46.93333"
"Myrcia_neoriedeliana",-24.25,"-46.93333"
"Myrcia_spectabilis",-24.25,"-46.93333"
"Myrcia_flagellaris",-24.25,"-46.93333"
"Myrcia_brasiliensis",-27.13861,"-48.51722"
"Myrcia_spectabilis",-22.56354,"-43.41021"
"Myrcia_tenuivenosa",-22.56354,"-43.41021"
"Myrcia_hartwegiana",-22.59833,"-45.30889"
"Myrcia_vittoriana",-18.6,"-39.7667"
"Myrcia_obversa",-18.34318,"-40.14648"
"Myrcia_vittoriana",-18.42056,"-39.71917"
"Myrcia_obversa",-18.42389,"-39.73889"
"Myrcia_vittoriana",-18.69333,"-39.78306"
"Myrcia_neuwiedeana",-18.55002,"-39.74194"
"Myrcia_neuwiedeana",-18.6975,"-39.79611"
"Myrcia_vittoriana",-18.45647,"-39.71505"
"Myrcia_neuwiedeana",-18.55002,"-39.74194"
"Myrcia_obversa",-18.55639,"-39.73833"
"Myrcia_bicolor",-18.55639,"-39.73833"
"Myrcia_excoriata",-22.36919,"-42.4"
"Myrcia_excoriata",-22.36717,"-42.43333"
"Myrcia_spectabilis",-22.35722,"-42.43333"
"Myrcia_ferruginosa",-22.48464,"-42.9"
"Myrcia_obversa",-19.35167,"-39.72528"
"Myrcia_vittoriana",-18.45647,"-39.71505"
"Myrcia_obversa",-18.42394,"-39.73917"
"Myrcia_neoregeliana",-18.45647,"-39.71505"
"Myrcia_vittoriana",-18.45647,"-39.71505"
"Myrcia_brasiliensis",-23.59536,"-45.4291"
"Myrcia_spectabilis",-24.38333,"-47.91667"
"Myrcia_tijucensis",-23.29775,"-45.085922"
"Myrcia_hartwegiana",-29.31296,"-50.85197"
"Myrcia_neoregeliana",-22.48222,"-42.9125"
"Myrcia_tetraphylla",-15.083333,"-39.316667"
"Myrcia_hexasticha",-22.78333,"-42.96667"
"Myrcia_pubipetala",-22.51996,"-43.19261"
"Myrcia_insigniflora",-22.51667,"-43.16667"
"Myrcia_tijucensis",-22.51667,"-43.16667"
"Myrcia_pubipetala",-22.97279,"-43.24956"
"Myrcia_spectabilis",-22.43333,"-42.98333"
"Myrcia_pubipetala",-22.95,"-43.21667"
"Myrcia_neoregeliana",-22.97326,"-43.24946"
"Myrcia_oblongata",-21.46667,"-45.03333"
"Myrcia_tijucensis",-23.305517,"-45.096703"
"Myrcia_bicolor",-22.93333,"-43.21667"
"Myrcia_glazioviana",-22.31667,"-42.33333"
"Myrcia_tenuivenosa",-22.5,"-43.18333"
"Myrcia_plusiantha",-22.2819,"-42.5311"
"Myrcia_laxiflora",-22.28026,"-42.53459"
"Myrcia_spectabilis",-22.95192,"-43.21049"
"Myrcia_anceps",-22.71428,"-43.17326"
"Myrcia_vittoriana",-22.95,"-43.08333"
"Myrcia_tenuivenosa",-22.5,"-43.18333"
"Myrcia_tijucensis",-22.93333,"-43.28333"
"Myrcia_plusiantha",-22.31667,"-42.33333"
"Myrcia_hartwegiana",-22.28026,"-42.53459"
"Myrcia_insigniflora",-22.35927,"-42.81915"
"Myrcia_plusiantha",-22.28026,"-42.53459"
"Myrcia_spectabilis",-23.85151,"-46.46656"
"Myrcia_oblongata",-20.3884,"-43.5045"
"Myrcia_costeira",-24.6429,"-47.7778"
"Myrcia_eugeniopsoides",-24.52278,"-48.70556"
"Myrcia_spectabilis",-26.99667,"-49.17056"
"Myrcia_hebepetala",-26.55,"-49.68"
"Myrcia_spectabilis",-26.99667,"-49.17056"
"Myrcia_spectabilis",-23.83556,"-46.735"
"Myrcia_hebepetala",-23.57541,"-46.46755"
"Myrcia_hartwegiana",-23.57541,"-46.46755"
"Myrcia_spectabilis",-20.30083,"-40.54667"
"Myrcia_laxiflora",-20.30083,"-40.54667"
"Myrcia_excoriata",-18.77667,"-40.44361"
"Myrcia_hebepetala",-20.51611,"-41.08361"
"Myrcia_neoriedeliana",-25.16,"-48.30444"
"Myrcia_vittoriana",-13.5875,"-39.71917"
"Myrcia_decorticans",-11.31111,"-37.30417"
"Myrcia_decorticans",-11.31111,"-37.30417"
"Myrcia_spectabilis",-22.93333,"-43.25"
"Myrcia_decorticans",-11.66972,"-37.56028"
"Myrcia_decorticans",-11.98833,"-37.91028"
"Myrcia_decorticans",-12.57667,"-38.0125"
"Myrcia_decorticans",-11.55,"-37.78333"
"Myrcia_obversa",-15.28194,"-39.18167"
"Myrcia_obversa",-15.24806,"-39.15944"
"Myrcia_obversa",-15.72806,"-39.3825"
"Myrcia_decorticans",-11.55778,"-37.5125"
"Myrcia_neuwiedeana",-12.07361,"-37.71139"
"Myrcia_spectabilis",-19.83333,"-41.83333"
"Myrcia_hebepetala",-22.80102,"-47.04233"
"Myrcia_insigniflora",-23.3735,"-45.08022"
"Myrcia_spectabilis",-23.3735,"-45.08022"
"Myrcia_insigniflora",-23.373498,"-45.080223"
"Myrcia_pubipetala",-23.367009,"-45.083511"
"Myrcia_spectabilis",-23.36701,"-45.08351"
"Myrcia_brasiliensis",-23.36436,"-44.82489"
"Myrcia_spectabilis",-23.4339,"-45.0711"
"Myrcia_obversa",-20.91536,"-40.78864"
"Myrcia_vittoriana",-20.45,"-40.75"
"Myrcia_brasiliensis",-20.7964,"-40.64098"
"Myrcia_pubipetala",-20.83806,"-40.72167"
"Myrcia_plusiantha",-19.44797,"-40.0808"
"Myrcia_riodocensis",-19.3911,"-40.0722"
"Myrcia_riodocensis",-19.3911,"-40.0722"
"Myrcia_vittoriana",-19.48417,"-39.73833"
"Myrcia_neuwiedeana",-20.58611,"-40.41028"
"Myrcia_neuwiedeana",-21.27702,"-40.965"
"Myrcia_excoriata",-11.23528,"-37.25278"
"Myrcia_decorticans",-11.23917,"-37.26"
"Myrcia_excoriata",-11.23361,"-37.25139"
"Myrcia_laxiflora",-22.5597,"-43.18518"
"Myrcia_hatschbachii",-24.1367,"-47.9608"
"Myrcia_decorticans",-11.55,"-37.78333"
"Myrcia_pubipetala",-24.08306,"-47.59389"
"Myrcia_oblongata",-28.95944,"-50.92944"
"Myrcia_ferruginosa",-22.45222,"-42.98556"
"Myrcia_pubipetala",-22.44917,"-42.98806"
"Myrcia_tijucensis",-22.45889,"-43.0025"
"Myrcia_laxiflora",-22.46667,"-43.00611"
"Myrcia_laxiflora",-22.46611,"-43.0075"
"Myrcia_pubipetala",-22.45194,"-42.99167"
"Myrcia_excoriata",-22.47444,"-43.00167"
"Myrcia_ferruginosa",-22.4525,"-42.98556"
"Myrcia_pubipetala",-22.45722,"-42.99833"
"Myrcia_laxiflora",-22.45361,"-42.98806"
"Myrcia_spectabilis",-22.45389,"-42.9925"
"Myrcia_pubipetala",-22.45306,"-42.99028"
"Myrcia_laxiflora",-22.45583,"-42.98917"
"Myrcia_lenheirensis",-22.47528,"-43.05472"
"Myrcia_laxiflora",-22.45444,"-42.98861"
"Myrcia_laxiflora",-22.45139,"-42.98889"
"Myrcia_tijucensis",-22.45667,"-42.99833"
"Myrcia_laxiflora",-22.47,"-43.00361"
"Myrcia_plusiantha",-22.45694,"-42.99861"
"Myrcia_pubipetala",-22.45722,"-42.99861"
"Myrcia_laxiflora",-22.46389,"-43.09083"
"Myrcia_ferruginosa",-22.45556,"-42.99333"
"Myrcia_spectabilis",-22.44917,"-42.98306"
"Myrcia_tijucensis",-22.45889,"-43.0025"
"Myrcia_laxiflora",-22.45139,"-42.98889"
"Myrcia_lenheirensis",-22.47556,"-43.05444"
"Myrcia_bicolor",-22.44944,"-42.98833"
"Myrcia_hartwegiana",-22.5040351863495,"-45.1406224646087"
"Myrcia_brasiliensis",-29.86972,"-50.18528"
"Myrcia_oblongata",-28.89994,"-50.83391"
"Myrcia_eugeniopsoides",-24.78333,"-47.7"
"Myrcia_hebepetala",-23.06667,"-48.36667"
"Myrcia_excoriata",-23.63927,"-46.62702"
"Myrcia_hebepetala",-24.06667,"-48.36667"
"Myrcia_pubipetala",-25.47436,"-48.83453"
"Myrcia_brasiliensis",-25.13361,"-47.96167"
"Myrcia_spectabilis",-25.13361,"-47.96167"
"Myrcia_costeira",-25.1698,"-47.9677"
"Myrcia_hebepetala",-25.133613942602,"-47.9616654742289"
"Myrcia_hebepetala",-25.13361,"-47.96167"
"Myrcia_pubipetala",-29.365,"-49.93472"
"Myrcia_brasiliensis",-26.08285,"-48.64049"
"Myrcia_brasiliensis",-26.08285,"-48.64049"
"Myrcia_oblongata",-27.92611,"-50.93417"
"Myrcia_eugeniopsoides",-27.01834,"-49.44387"
"Myrcia_eugeniopsoides",-26.24432,"-48.87334"
"Myrcia_tijucensis",-27.17389,"-49.21528"
"Myrcia_eugeniopsoides",-26.99667,"-49.17056"
"Myrcia_eugeniopsoides",-26.99667,"-49.17028"
"Myrcia_ferruginosa",-27.11667,"-49.08139"
"Myrcia_vittoriana",-8.004295,"-34.9457"
"Myrcia_oblongata",-28.57417,"-50.56167"
"Myrcia_oblongata",-28.58194,"-51.03556"
"Myrcia_hartwegiana",-25.61111,"-48.85583"
"Myrcia_costeira",-23.7924,"-46.04519"
"Myrcia_oblongata",-28.05379,"-51.19211"
"Myrcia_oblongata",-27.86628,"-55.13723"
"Myrcia_vittoriana",-20.56167,"-40.39611"
"Myrcia_vittoriana",-18.77041,"-39.75644"
"Myrcia_decorticans",-12.68333,"-38.31667"
"Myrcia_excoriata",-12.68333,"-38.31667"
"Myrcia_brasiliensis",-14.26667,"-44.53333"
"Myrcia_neoregeliana",-12.55,"-41.38333"
"Myrcia_neoregeliana",-12.55,"-41.38333"
"Myrcia_neoregeliana",-12.55,"-41.38333"
"Myrcia_decorticans",-12.93333,"-39.51667"
"Myrcia_decorticans",-12.93333,"-39.51667"
"Myrcia_decorticans",-12.96667,"-38.5"
"Myrcia_decorticans",-12.96667,"-38.5"
"Myrcia_decorticans",-12.96667,"-38.5"
"Myrcia_vittoriana",-8.066667,"-34.88333"
"Myrcia_spectabilis",-8.004295,"-34.9457"
"Myrcia_decorticans",-11.93333,"-37.93333"
"Myrcia_spectabilis",-8.004295,"-34.9457"
"Myrcia_decorticans",-12.51667,"-38.28333"
"Myrcia_decorticans",-12.58111,"-38.37611"
"Myrcia_decorticans",-12.58111,"-38.37611"
"Myrcia_decorticans",-12.58111,"-38.37611"
"Myrcia_decorticans",-12.25,"-38.33333"
"Myrcia_neuwiedeana",-16.38333,"-39.13333"
"Myrcia_decorticans",-11.76833,"-37.88944"
"Myrcia_decorticans",-11.93333,"-38.08333"
"Myrcia_decorticans",-12.53333,"-38.36667"
"Myrcia_neoregeliana",-12.93237,"-38.35748"
"Myrcia_decorticans",-12.5775,"-38.36583"
"Myrcia_anceps",-22.58333,"-43.03333"
"Myrcia_tijucensis",-22.66155,"-43.04251"
"Myrcia_laxiflora",-22.58333,"-43.03333"
"Myrcia_laxiflora",-22.58333,"-43.03333"
"Myrcia_hebepetala",-22.58333,"-43.03333"
"Myrcia_anceps",-22.58333,"-43.03333"
"Myrcia_spectabilis",-22.55331,"-43.04873"
"Myrcia_tijucensis",-22.66155,"-43.04251"
"Myrcia_spectabilis",-22.6,"-43.45"
"Myrcia_brasiliensis",-22.93333,"-43.25"
"Myrcia_decorticans",-7.808333,"-34.98028"
"Myrcia_decorticans",-7.672569,"-34.90396"
"Myrcia_spectabilis",-24.22528,"-48.21417"
"Myrcia_spectabilis",-24.23333,"-48.08333"
"Myrcia_tenuivenosa",-24.23333,"-48.08333"
"Myrcia_pubipetala",-23.77385,"-46.11045"
"Myrcia_hebepetala",-23.04723,"-46.99266"
"Myrcia_pubipetala",-23.03634,"-46.98111"
"Myrcia_pubipetala",-23.03634,"-46.98111"
"Myrcia_hebepetala",-23.04723,"-46.99266"
"Myrcia_anceps",-22.54638,"-42.30864"
"Myrcia_anceps",-22.54638,"-42.30864"
"Myrcia_anceps",-22.54638,"-42.30864"
"Myrcia_anceps",-22.54638,"-42.30864"
"Myrcia_spectabilis",-22.55285,"-42.27589"
"Myrcia_anceps",-22.5,"-42.25"
"Myrcia_anceps",-22.61667,"-42.38333"
"Myrcia_tenuivenosa",-22.54638,"-42.30864"
"Myrcia_pubipetala",-22.55285,"-42.27589"
"Myrcia_tijucensis",-25.35166,"-48.87886"
"Myrcia_obversa",-14.79585,"-39.17431"
"Myrcia_obversa",-14.75655,"-39.23132"
"Myrcia_excoriata",-14.76988,"-39.22757"
"Myrcia_neoregeliana",-14.76988,"-39.22757"
"Myrcia_vittoriana",-15.15,"-39.06667"
"Myrcia_vittoriana",-15.67,"-38.94"
"Myrcia_brasiliensis",-15.36872,"-39.00009"
"Myrcia_spectabilis",-15.53758,"-39.0067"
"Myrcia_brasiliensis",-29.21667,"-49.8"
"Myrcia_brasiliensis",-29.21667,"-49.8"
"Myrcia_brasiliensis",-29.35,"-49.73333"
"Myrcia_oblongata",-22.6577734859415,"-56.0259906605008"
"Myrcia_hartwegiana",-23.45,"-46.63333"
"Myrcia_hebepetala",-23.41667,"-46.65"
"Myrcia_hebepetala",-23.46667,"-46.61667"
"Myrcia_hebepetala",-24.895,"-47.78333"
"Myrcia_hartwegiana",-22.76667,"-46.13333"
"Myrcia_spectabilis",-22.193,"-48.779"
"Myrcia_hebepetala",-23.64375,"-46.6189"
"Myrcia_excoriata",-23.63927,"-46.62702"
"Myrcia_hebepetala",-23.63911,"-46.62613"
"Myrcia_excoriata",-23.64375,"-46.6189"
"Myrcia_hartwegiana",-23.63911,"-46.62613"
"Myrcia_hebepetala",-23.63911,"-46.62613"
"Myrcia_tijucensis",-23.63927,"-46.62702"
"Myrcia_pubipetala",-23.63911,"-46.62613"
"Myrcia_hexasticha",-14.33333,"-39.05"
"Myrcia_excoriata",-16.88,"-39.42"
"Myrcia_vittoriana",-17.5,"-39.21667"
"Myrcia_excoriata",-14.13333,"-39"
"Myrcia_vittoriana",-14.13333,"-38.98333"
"Myrcia_vittoriana",-14.13333,"-38.98333"
"Myrcia_tijucensis",-22.93333,"-43.28333"
"Myrcia_eugeniopsoides",-29.3774,"-49.7603"
"Myrcia_eugeniopsoides",-29.34961,"-49.79621"
"Myrcia_eugeniopsoides",-29.35288,"-49.73928"
"Myrcia_hebepetala",-25.89726,"-49.25528"
"Myrcia_brasiliensis",-26.24945,"-48.63571"
"Myrcia_brasiliensis",-29.34961,"-49.79621"
"Myrcia_brasiliensis",-29.35584,"-49.73461"
"Myrcia_flagellaris",-25.99496,"-48.84611"
"Myrcia_hartwegiana",-23.76667,"-46.30556"
"Myrcia_brasiliensis",-25.7895,"-48.5252"
"Myrcia_hartwegiana",-29.07297,"-50.09727"
"Myrcia_hartwegiana",-23.63927,"-46.62709"
"Myrcia_hartwegiana",-28.67256,"-50.4348"
"Myrcia_hartwegiana",-28.67231,"-50.43492"
"Myrcia_hartwegiana",-28.67231,"-50.43492"
"Myrcia_hartwegiana",-29.3075,"-50.85178"
"Myrcia_hartwegiana",-28.67229,"-50.43516"
"Myrcia_ferruginosa",-25.6283,"-48.68816"
"Myrcia_ferruginosa",-28.2757,"-49.16703"
"Myrcia_ferruginosa",-23.76667,"-46.30556"
"Myrcia_ferruginosa",-28.01924,"-49.14383"
"Myrcia_ferruginosa",-23.4398,"-45.0769"
"Myrcia_ferruginosa",-23.59536,"-45.4291"
"Myrcia_ferruginosa",-26.93952,"-48.67761"
"Myrcia_eugeniopsoides",-28.01924,"-49.14383"
"Myrcia_excoriata",-29.34961,"-49.79621"
"Myrcia_tijucensis",-29.456,"-49.924"
"Myrcia_excoriata",-29.44693,"-49.92118"
"Myrcia_tijucensis",-29.44731,"-49.92165"
"Myrcia_hartwegiana",-29.42243,"-50.48547"
"Myrcia_hebepetala",-26.29312,"-49.39028"
"Myrcia_tijucensis",-29.8347,"-50.8276"
"Myrcia_oblongata",-29.39827,"-49.88361"
"Myrcia_oblongata",-24.03463,"-50.45811"
"Myrcia_hartwegiana",-23.615,"-46.59695"
"Myrcia_pubipetala",-24.58472,"-48.59712"
"Myrcia_hartwegiana",-23.64637,"-46.70542"
"Myrcia_hebepetala",-23.57541,"-46.46755"
"Myrcia_hebepetala",-23.57541,"-46.46755"
"Myrcia_hartwegiana",-23.54975,"-46.24983"
"Myrcia_oblongata",-22.10426,"-45.68064"
"Myrcia_eugeniopsoides",-25.65,"-50.25"
"Myrcia_eugeniopsoides",-25.9501,"-48.63338"
"Myrcia_brasiliensis",-25.87818,"-48.59895"
"Myrcia_brasiliensis",-25.8848,"-48.5831"
"Myrcia_spectabilis",-25.99508,"-48.84602"
"Myrcia_flagellaris",-25.8848,"-48.5831"
"Myrcia_eugeniopsoides",-25.84801,"-48.53675"
"Myrcia_excoriata",-25.84801,"-48.53675"
"Myrcia_spectabilis",-25.46667,"-48.81667"
"Myrcia_spectabilis",-25.45,"-48.71667"
"Myrcia_spectabilis",-23.633332,"-45.866667"
"Myrcia_eugeniopsoides",-25.2216,"-48.7546"
"Myrcia_hatschbachii",-25.41778,"-49.99879"
"Myrcia_spectabilis",-25.45,"-48.71667"
"Myrcia_hartwegiana",-26.5,"-51.46667"
"Myrcia_spectabilis",-25.51522,"-48.52257"
"Myrcia_flagellaris",-25.536,"-48.5357"
"Myrcia_plusiantha",-25.31103,"-48.93732"
"Myrcia_excoriata",-25.7729,"-48.99073"
"Myrcia_hartwegiana",-25.51667,"-49.21667"
"Myrcia_hartwegiana",-25.24056,"-48.82806"
"Myrcia_ferruginosa",-25.68333,"-49.56667"
"Myrcia_hebepetala",-25.60708,"-49.14073"
"Myrcia_spectabilis",-25.536,"-48.5357"
"Myrcia_hartwegiana",-25.24056,"-48.82806"
"Myrcia_hartwegiana",-25.38333,"-48.81667"
"Myrcia_tenuivenosa",-25.36257,"-49.10321"
"Myrcia_flagellaris",-25.8848,"-48.5831"
"Myrcia_brasiliensis",-25.88476,"-48.57623"
"Myrcia_tijucensis",-25.68333,"-49.56667"
"Myrcia_hartwegiana",-25.39148,"-51.46845"
"Myrcia_tijucensis",-25.2216,"-48.7546"
"Myrcia_eugeniopsoides",-25.16186,"-48.22084"
"Myrcia_hartwegiana",-25.3,"-49.08333"
"Myrcia_tijucensis",-25.161856,"-48.22084"
"Myrcia_spectabilis",-25.884756,"-48.576228"
"Myrcia_brasiliensis",-25.49223,"-48.99407"
"Myrcia_flagellaris",-25.8848,"-48.5831"
"Myrcia_pubipetala",-25.35,"-49.13333"
"Myrcia_ferruginosa",-25.56667,"-48.78333"
"Myrcia_excoriata",-25.47694,"-48.83417"
"Myrcia_flagellaris",-25.46667,"-48.81667"
"Myrcia_plusiantha",-25.47694,"-48.83417"
"Myrcia_hartwegiana",-25.36667,"-49.08333"
"Myrcia_tenuivenosa",-23.05,"-50.06667"
"Myrcia_excoriata",-25.53904,"-48.69232"
"Myrcia_tenuivenosa",-25.43333,"-49.78333"
"Myrcia_eugeniopsoides",-25.3058,"-49.0553"
"Myrcia_hatschbachii",-25.22943,"-50.60552"
"Myrcia_tijucensis",-25.309889,"-48.745366"
"Myrcia_oblongata",-25.42,"-52.08"
"Myrcia_eugeniopsoides",-25.88476,"-48.57623"
"Myrcia_ferruginosa",-25.35,"-49.13333"
"Myrcia_spectabilis",-25.536,"-48.5357"
"Myrcia_spectabilis",-25.53904,"-48.69232"
"Myrcia_plusiantha",-25.035,"-48.53306"
"Myrcia_tijucensis",-25.3058,"-49.0553"
"Myrcia_hartwegiana",-25.38333,"-51.45"
"Myrcia_hebepetala",-25.86667,"-50.38333"
"Myrcia_spectabilis",-25.46667,"-48.81667"
"Myrcia_hartwegiana",-25.38805,"-49.00208"
"Myrcia_tenuivenosa",-25.28333,"-48.31667"
"Myrcia_hartwegiana",-25.21667,"-50.55"
"Myrcia_eugeniopsoides",-25.16186,"-48.22084"
"Myrcia_eugeniopsoides",-25.40444,"-48.56343"
"Myrcia_eugeniopsoides",-25.536,"-48.5357"
"Myrcia_pubipetala",-25.47436,"-48.83453"
"Myrcia_hatschbachii",-25.41667,"-49.06667"
"Myrcia_hebepetala",-23.71667,"-50.73333"
"Myrcia_hexasticha",-25.28333,"-48.31667"
